,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5523,65,Self-emp-not-inc,111916.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,10.0,United-States,1
16281,35,Self-emp-inc,182148.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1
13381,31,Private,212705.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1
207,45,Private,411273.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,0
15983,36,Private,168747.0,Bachelors,13.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
11232,29,Private,264166.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,60.0,Mexico,0
12521,31,Private,290964.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,38.0,United-States,1
11778,43,Self-emp-inc,375807.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,60.0,United-States,1
7448,55,State-gov,256984.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,0
1977,58,Private,220896.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
13771,24,Private,118514.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0
8082,34,Private,190151.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,32.0,United-States,0
5635,22,Private,230248.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,0
10457,40,Federal-gov,73883.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0
14430,47,Private,162859.0,HS-grad,9.0,Divorced,Other-service,Own-child,Black,Female,0.0,0.0,40.0,United-States,0
10026,42,Private,314369.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,Black,Male,0.0,0.0,45.0,United-States,0
5141,43,Private,245975.0,9th,5.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,84.0,United-States,0
368,45,Self-emp-not-inc,355978.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1
11261,29,Private,198210.0,HS-grad,9.0,Never-married,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
9946,60,Private,200047.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0
9769,33,Self-emp-not-inc,190027.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,70.0,United-States,1
13774,32,Private,121769.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
12252,46,Federal-gov,362835.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Germany,1
11219,63,Private,123157.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0
8963,73,Local-gov,147703.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,15.0,United-States,0
12647,21,Local-gov,244074.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,22.0,United-States,0
1445,27,Private,134890.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
6994,25,Private,80220.0,12th,8.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
1353,45,Self-emp-not-inc,144086.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0
286,41,Private,171234.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,48.0,United-States,0
13056,20,Private,230482.0,9th,5.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0
236,34,Private,147215.0,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,60.0,United-States,0
3940,50,Self-emp-inc,447144.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
1011,58,Local-gov,218724.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
9135,23,Private,355856.0,Bachelors,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0.0,0.0,20.0,United-States,0
12465,62,Private,180418.0,12th,8.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
16159,46,Private,185041.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,United-States,1
5276,51,Private,41414.0,9th,5.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0
636,41,State-gov,253250.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,United-States,1
12704,38,Private,181661.0,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,56.0,United-States,1
744,46,Self-emp-not-inc,315984.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0
7645,43,Private,203233.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,1
3915,17,Private,171461.0,10th,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,14.0,United-States,0
7246,63,Self-emp-not-inc,22228.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,1
6933,17,Private,355559.0,12th,8.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,18.0,United-States,0
6826,33,Private,214288.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1848.0,48.0,United-States,1
15392,58,Self-emp-inc,229116.0,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,70.0,United-States,1
6056,47,Private,219632.0,1st-4th,2.0,Widowed,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,Mexico,0
1457,35,Private,114765.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,38.0,United-States,1
14832,26,Private,168552.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,0
13224,20,Private,112706.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,39.0,United-States,0
3722,62,Private,235997.0,12th,8.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,37.0,Mexico,0
9489,37,Local-gov,216473.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,48.0,United-States,1
8401,47,Self-emp-inc,85109.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0
7819,38,Private,108947.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,2174.0,0.0,40.0,United-States,0
2019,34,Private,112115.0,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,40.0,United-States,0
11761,65,Private,274637.0,9th,5.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,16.0,United-States,0
10537,25,Private,334267.0,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,45.0,United-States,0
8868,48,Private,193188.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
5197,36,Private,177154.0,Assoc-voc,11.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1
5676,27,Private,538193.0,11th,7.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,50.0,United-States,0
5806,53,Private,107096.0,Bachelors,13.0,Never-married,Sales,Unmarried,White,Male,0.0,1669.0,50.0,United-States,0
13082,71,Private,29770.0,Some-college,10.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,28.0,United-States,0
4476,19,State-gov,116385.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,18.0,United-States,0
9112,36,Private,201519.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
14997,45,Private,128141.0,11th,7.0,Separated,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,Puerto-Rico,0
10547,64,Private,237581.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,Mexico,1
4342,28,Private,37302.0,HS-grad,9.0,Divorced,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,0
1189,30,State-gov,157990.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0
14353,29,Private,196117.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0
13142,40,Private,193459.0,Assoc-acdm,12.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,Outlying-US(Guam-USVI-etc),0
13199,20,Private,87546.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0
11824,35,Private,282753.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1
13169,29,Self-emp-not-inc,103432.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0
2504,36,Private,69251.0,HS-grad,9.0,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,0
11116,36,Private,275338.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,1
12664,32,Private,169768.0,Bachelors,13.0,Separated,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0
15531,28,Private,320862.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
7390,27,Private,181916.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,0
14682,22,Private,303781.0,Some-college,10.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,0
2794,36,Private,298753.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,60.0,United-States,0
11159,21,Private,225395.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,24.0,United-States,0
5903,36,Private,37238.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,42.0,United-States,0
484,46,Private,176026.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,27828.0,0.0,50.0,United-States,1
9756,35,Federal-gov,182863.0,Bachelors,13.0,Separated,Tech-support,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
6026,42,Private,227065.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0
2286,37,Private,105044.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1
10933,40,Private,199191.0,Masters,14.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,England,1
6496,33,State-gov,65018.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,20.0,China,0
8328,36,Private,181146.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,India,0
158,22,Private,537222.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,25.0,United-States,0
1448,47,Self-emp-inc,308241.0,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,60.0,United-States,1
10235,39,Private,57691.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298.0,0.0,40.0,United-States,1
3495,44,Self-emp-not-inc,53956.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,57.0,United-States,0
13796,36,Private,383566.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,55.0,England,1
16045,40,State-gov,13492.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,84.0,United-States,0
11137,38,Private,79483.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0
5932,22,Private,228394.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,36.0,United-States,0
14292,55,Private,53481.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,15.0,United-States,1
8313,30,Private,85374.0,Some-college,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0
2342,33,Private,169269.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,Puerto-Rico,1
15136,72,Self-emp-not-inc,379376.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,0
4895,37,Private,244803.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Columbia,0
2621,37,Self-emp-inc,593246.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1
13493,25,Private,219199.0,11th,7.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
11323,38,Private,216385.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,1740.0,40.0,Haiti,0
10018,50,Private,101119.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
7881,29,Private,138692.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
14586,57,Self-emp-not-inc,98466.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,16.0,United-States,0
13687,55,Local-gov,61708.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1
7810,24,Self-emp-inc,158950.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,0
1154,41,Private,171839.0,Masters,14.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,50.0,United-States,1
1819,42,State-gov,218948.0,Doctorate,16.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,36.0,Jamaica,0
4277,24,Private,254767.0,11th,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,0
12999,35,Private,104329.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
11613,28,Private,147951.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,0
7782,24,Private,148315.0,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,45.0,United-States,0
15217,19,Private,114066.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,26.0,United-States,0
1532,47,Self-emp-not-inc,39518.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0
16210,29,Private,288229.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,4386.0,0.0,45.0,United-States,1
3766,44,Local-gov,264016.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0.0,0.0,40.0,United-States,0
1012,52,Private,134190.0,10th,6.0,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,United-States,0
824,22,Private,37932.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,35.0,England,0
6333,29,Local-gov,76978.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,50.0,United-States,0
4961,49,Local-gov,175958.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Italy,0
11719,69,Self-emp-not-inc,150080.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0
1748,29,Local-gov,165218.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,United-States,0
12282,21,Private,196074.0,9th,5.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,United-States,0
2251,17,Private,408012.0,12th,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,0
9032,30,Private,205407.0,HS-grad,9.0,Divorced,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,United-States,0
15924,55,Self-emp-not-inc,225623.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0
14177,22,Private,117789.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0
13763,32,Private,208761.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0
1744,29,Private,149902.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,80.0,United-States,0
6651,42,Private,416506.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Male,14084.0,0.0,36.0,United-States,1
12068,40,Private,235786.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
5771,20,Private,126568.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
11602,59,Self-emp-inc,132559.0,Doctorate,16.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1977.0,55.0,United-States,1
1021,36,Self-emp-not-inc,294672.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,0
10748,37,Private,196434.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1
15676,72,Private,74749.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,17.0,United-States,0
15777,27,Private,335878.0,Assoc-acdm,12.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,45.0,United-States,0
6150,30,Private,209768.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1
13259,18,Private,156056.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States,0
8739,45,Private,272442.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
8427,45,Private,302584.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
15273,47,Private,106207.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,0
6815,45,Private,243743.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,1
742,40,Private,168113.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
7218,38,Self-emp-not-inc,166497.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,1
4527,28,State-gov,187746.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1669.0,40.0,United-States,0
15557,63,Private,114424.0,Some-college,10.0,Separated,Machine-op-inspct,Other-relative,Black,Female,0.0,0.0,37.0,United-States,0
12980,52,Private,235567.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
9268,39,Federal-gov,135500.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1
3070,25,Private,192735.0,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,70.0,United-States,0
5840,56,Local-gov,291529.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
15981,33,Private,173730.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
8750,66,Private,423883.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
12909,23,Private,47541.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,0
14699,44,Private,179666.0,Some-college,10.0,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,35.0,England,0
4553,28,Local-gov,136643.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0
887,27,Private,241431.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,0
6037,42,Private,199900.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,52.0,United-States,0
9836,27,Private,218781.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,0
7223,38,Private,157473.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,0
2839,47,Self-emp-not-inc,149218.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,0
9331,59,Local-gov,358747.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55.0,United-States,1
216,49,Private,37306.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
3843,49,Self-emp-inc,182211.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1
852,41,Self-emp-inc,214247.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,60.0,United-States,1
6494,32,Local-gov,287229.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,Japan,0
515,34,Private,105141.0,Some-college,10.0,Divorced,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0
12531,37,Private,191137.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,42.0,United-States,0
2214,28,Private,110145.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0
6839,50,Private,99316.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0
11986,24,Private,199426.0,Bachelors,13.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,0
15011,27,Private,199118.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,Mexico,0
10419,38,Private,171482.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1672.0,50.0,United-States,0
10494,54,Local-gov,188446.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0
14925,56,Private,182142.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0
11928,53,Federal-gov,314871.0,Some-college,10.0,Separated,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0
3401,24,Self-emp-not-inc,240160.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,0
12631,45,Self-emp-not-inc,105838.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,0
6578,83,Private,186112.0,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
505,39,Self-emp-not-inc,37019.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,0
12717,45,Self-emp-not-inc,187272.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,45.0,South,0
9887,38,Private,210844.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2042.0,40.0,Columbia,0
9101,24,Private,165107.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,0
7331,45,Federal-gov,163434.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
5969,32,Local-gov,226296.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1
12987,53,Self-emp-not-inc,206288.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,35.0,Vietnam,0
8426,24,Private,51985.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,0
7367,45,Private,200471.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,40.0,United-States,1
14811,17,Private,156732.0,11th,7.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,20.0,United-States,0
4451,28,Local-gov,169069.0,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
7166,23,Private,203203.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
9445,18,Private,195318.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,23.0,United-States,0
584,33,Private,479600.0,Some-college,10.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0
4291,23,Private,340543.0,HS-grad,9.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
7160,58,Private,52090.0,Prof-school,15.0,Divorced,Tech-support,Unmarried,White,Male,0.0,0.0,40.0,United-States,1
12706,19,Private,219671.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,0
7640,30,Private,348592.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0
15715,42,Private,119941.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0
1442,34,Private,284629.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0
5219,59,Private,152731.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0
12065,51,Private,192236.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3464.0,0.0,48.0,United-States,0
